instance,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_58,feature_59,feature_60,feature_61,feature_62,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_56,feature_57
instance_75,8000.0,33600.0,7856.0,33452.0,0.0732,0.0176,0.9392,1.9932,2.3472,0.0,4.0,2.7692,0.006,0.2252,0.006,0.01,0.5004,0.0,0.0,3.8968,0.006,1.1516,0.0016,0.0152,10.7888,0.8888,0.6884,0.0,4.0,13.3172,0.0032,1.5332,0.0,0.0072,9.1628,1.9652,0.0124,1.1532,0.0028,0.0308,0.0092,0.9536,0.0032,0.0212,11.7384,0.4176,0.9556,0.182,1.0,8.9812,19.1688,0.3388,16.0,20.0,2.0444,612.44,1.298,360.0,1676.0,720.0,484.0,612.0,524.0,568.0,128.212,0.28,112.832,163.872,138.64,118.924,132.376,120.788,127.1,1.5512,2.3736,0.0052,4.0,2.8504,0.3256,2.2508,0.7932,1.5216,0.3668,2.6992,0.0188,2.5064,0.7068,0.112,0.4984,0.1824,0.3076,248.96,0.8208,1712.28,0.1396,1716.0,1632.0,1784.0,2.8924,0.904,3.3932,0.0812,171.124,0.674,1717.16,0.1468,1716.0,1636.0,1796.0,0.5924,1.1768,3.3264,0.0704,1.0752,1.6052
instance_719,1200.0,5112.0,1180.0,5088.0,0.0676,0.0188,0.9276,1.9916,2.3348,0.0,4.0,2.6196,0.0408,0.1728,0.0408,0.0544,0.3492,0.0,0.0,3.9308,0.0408,1.112,0.0188,0.0788,10.6588,0.862,0.6688,0.0,4.0,12.9764,0.0204,1.6052,0.0064,0.0536,9.2016,1.9936,0.0784,1.074,0.0344,0.154,0.062,0.9272,0.0284,0.1228,11.6344,0.4512,0.9716,0.2104,1.018,9.336,16.0,0.0,16.0,16.0,0.0,16214.8,0.0348,16036.0,16392.0,16392.0,16036.0,16392.0,16076.0,16208.0,76.944,0.168,71.272,80.816,80.816,71.272,79.228,73.076,78.496,1.4988,2.4196,0.0164,4.0,2.8076,0.354,2.1732,0.7772,1.406,0.3328,2.7792,0.0332,1.2084,0.6676,0.0924,0.458,0.1548,0.268,50.696,1.2016,261.212,0.3664,260.0,228.0,292.0,3.9588,0.822,3.416,0.1868,42.664,1.1536,260.876,0.3668,260.0,228.0,292.0,1.7636,1.6024,3.368,0.1824,1.3648,2.43
instance_788,1144.0,6968.0,1040.0,6864.0,0.4,0.0608,0.606,4.0,0.0,4.0,4.0,0.0,0.056,5.692,0.0308,0.3076,1.2184,0.0,3.6364,3.6364,0.056,0.0,0.056,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.028,0.028,0.0,3.6364,0.3008,0.0,0.3008,0.3008,0.0976,5.692,0.0536,0.536,1.2184,0.306,1.122,0.0348,0.3332,1.2184,8.0,0.0,8.0,8.0,0.0,19542.0,0.0172,19420.0,19656.0,19656.0,19420.0,19656.0,19536.0,19556.0,161.204,0.2868,148.476,178.796,178.796,148.476,178.796,153.736,163.812,3.3808,0.0,3.3804,3.3808,3.3808,3.3808,3.3808,3.3808,3.3808,0.8132,0.0004,0.8128,0.8132,0.8132,0.8132,0.8132,0.8132,0.8132,16.7448,0.4356,423.68,0.3076,424.0,384.0,464.0,13.212,0.4232,3.9884,0.01,16.0,0.0,423.08,0.3092,424.0,380.0,464.0,13.5464,0.3452,3.9864,0.0096,3.348,3.6664
instance_1151,3000.0,12780.0,2944.0,12700.0,0.076,0.0252,0.9272,1.9796,2.332,0.0,4.0,2.7284,0.0164,0.266,0.0164,0.0272,0.5276,0.0,0.0,3.898,0.0164,1.12,0.0024,0.0352,10.6512,0.9136,0.7112,0.0,4.0,13.2312,0.008,1.5296,0.0012,0.0176,9.0912,1.9352,0.0328,1.1088,0.0052,0.0732,0.0248,0.9728,0.01,0.0528,11.7732,0.4276,0.9644,0.2052,1.1428,9.1624,16.0872,0.1452,16.0,20.0,0.4192,8900.8,2.052,3396.0,14908.0,13556.0,3680.0,12904.0,3788.0,11720.0,137.244,0.5776,111.952,168.228,163.052,113.084,151.496,114.824,145.3,1.6136,2.2752,0.0012,4.0,2.8792,0.3748,2.3424,0.8636,1.5688,0.3612,2.5172,0.0136,1.7788,0.674,0.116,0.492,0.1928,0.3124,94.232,1.0692,653.4,0.2484,652.0,604.0,704.0,3.482,0.8416,3.416,0.1312,73.816,0.9188,652.92,0.2336,652.0,604.0,704.0,1.102,1.4196,3.3668,0.1072,1.2072,1.9956
instance_28,1476000.0,4400000.0,225572.0,1824000.0,22.1656,5.6468,0.4944,1.4588,2.9116,0.0,4.0,7.4608,0.0004,1.6424,0.0,0.0028,6.8652,0.0,0.5192,1.932,0.0004,7.194,0.0,0.0136,11.6888,0.7876,0.6092,0.0,3.8796,11.3212,0.0,8.6336,0.0,0.0064,9.9904,2.0272,0.0004,6.4736,0.0,0.0076,,,,,,,,,,,34.4704,0.3564,28.0,40.0,4.1656,1065.0,1.4852,472.0,1580.0,1580.0,472.0,1580.0,1052.0,1156.0,70.152,1.3668,44.9,94.372,94.372,44.9,94.372,47.5,93.832,2.4656,1.7988,0.0,4.0,3.698,0.4236,3.3672,2.0488,2.7256,0.2884,3.2684,0.0,1.74,0.5924,0.0036,0.4764,0.0656,0.264,46044.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5948,0.0,5.44,0.0,8770.0,0.6412,61828.0,0.0024,61828.0,61800.0,61800.0,2.6332,2.082,3.5808,0.0388,0.1312,0.6928
instance_548,2280000.0,34240000.0,1684000.0,32960000.0,1.416,0.154,0.204,2.9668,2.2064,0.0,4.0,4.5,0.0,9.1696,0.0,0.0016,2.994,0.0,3.4584,3.6376,0.0,20.2436,0.0,0.0136,14.2284,1.2344,1.1116,0.0,3.8688,12.1064,0.0,17.4156,0.0,0.0068,13.3212,3.6504,0.0,14.804,0.0,0.02,,,,,,,,,,,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7556,0.7592,0.0,4.0,4.0,3.4372,4.0,3.8804,4.0,0.1672,8.634,0.0,2.0,0.6668,0.0,0.1468,0.0,0.0,5840000.0,0.0,0.0,0.0,0.0,0.0,0.0,4864.8,0.0,20.4956,0.0,5240000.0,0.0,0.0,0.0,0.0,0.0,0.0,3603.32,0.0,14.6576,0.0,0.5856,0.9488
instance_1445,32000.0,134400.0,31060.0,133360.0,0.1212,0.0312,0.9316,1.9796,2.3536,0.0,4.0,2.9604,0.0016,0.2956,0.0016,0.0036,0.7464,0.0,0.0,3.8316,0.0016,1.182,0.0004,0.0052,10.9104,0.9016,0.6836,0.0,4.0,13.5016,0.0008,1.5996,0.0,0.0032,9.2832,1.9536,0.0032,1.1996,0.0004,0.0112,0.0024,1.0056,0.0004,0.0076,11.9468,0.4056,0.9752,0.1252,1.3332,9.018,20.0108,0.0412,20.0,24.0,0.0736,96.928,1.2336,44.0,256.0,132.0,64.0,116.0,76.0,92.0,196.016,0.6708,131.872,348.572,236.236,155.5,214.0,174.224,193.524,1.5704,2.3184,0.0004,4.0,2.816,0.3612,2.2792,0.8124,1.5272,0.3696,2.6296,0.0072,2.5348,0.7068,0.1092,0.4972,0.188,0.3168,859.08,1.516,6776.0,0.0852,6764.0,6564.0,6976.0,2.33,1.5052,3.386,0.0944,537.88,1.6156,6794.4,0.0808,6802.0,6612.0,6960.0,0.3816,6.5792,3.3112,0.0668,0.9592,1.286
instance_1412,3600.0,72000.0,3600.0,72000.0,0.0,0.0,0.2,1.5008,2.6064,0.8,4.0,3.3276,0.0224,0.0,0.0224,0.0224,0.0,0.0,0.0,0.0,0.0224,0.4016,0.0152,0.0304,14.7316,0.3124,0.2372,0.0,1.2308,11.9572,0.004,0.8896,0.0016,0.0072,11.3272,0.7496,0.0716,0.328,0.0512,0.0888,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,201.332,0.9056,128.0,428.0,260.0,156.0,220.0,172.0,196.0,217.484,0.336,174.192,268.948,238.956,194.808,228.584,203.096,218.232,0.6592,2.7328,0.0016,2.1404,1.296,0.106,0.9416,0.282,0.596,0.0108,2.638,0.0008,0.0636,0.0196,0.004,0.014,0.006,0.0092,204.18,0.726,686.6,0.3068,688.0,636.0,744.0,4.326,0.918,3.434,0.162,162.096,0.6448,688.8,0.2528,688.0,632.0,748.0,1.468,1.5836,3.3652,0.1124,1.916,2.3604
instance_687,12756.0,44156.0,4812.0,26248.0,6.6036,2.7292,0.7332,1.356,2.4664,0.0,4.0,5.1724,0.0108,1.1868,0.0068,0.06,4.936,0.0,0.8136,2.304,0.0108,2.1344,0.0044,0.1224,8.6132,0.2616,0.3828,0.0,2.8572,7.1612,0.006,3.3704,0.0008,0.0988,7.3744,2.4348,0.006,4.296,0.0032,0.114,0.0192,3.7448,0.0036,0.2036,13.882,1.1616,1.8176,0.056,2.3112,13.9488,30.06,0.3608,24.0,40.0,4.0984,5065.6,1.2332,3096.0,8532.0,8004.0,3700.0,5992.0,4020.0,4768.0,140.124,0.5292,118.78,179.024,175.536,121.212,149.0,122.792,142.816,0.9748,3.5216,0.0,3.8148,2.3096,0.1052,1.4824,0.2472,0.664,0.172,4.2844,0.0,1.0724,0.32,0.042,0.1876,0.0924,0.102,213.188,1.1996,957.72,0.236,960.0,900.0,1012.0,3.1516,0.9716,3.2952,0.2224,341.412,0.4004,958.8,0.1804,960.0,904.0,1016.0,2.3428,1.0868,3.4352,0.0792,0.8272,3.808
instance_26,520.0,11076.0,520.0,11076.0,0.0,0.0,0.1876,1.5216,2.5672,0.8,4.0,3.358,0.154,0.0,0.154,0.154,0.0,0.0,0.0,0.0,0.154,0.3828,0.1068,0.1864,14.0148,0.3284,0.236,0.0,1.1556,11.6576,0.0308,0.9436,0.0144,0.0536,11.7376,0.7988,0.18,0.0824,0.1604,0.1864,0.3728,0.2372,0.2976,0.4464,16.5036,0.3656,0.2428,0.2992,0.4812,3.7932,11.9688,0.1172,8.0,12.0,0.1816,16886.4,0.1012,16464.0,17748.0,17748.0,16464.0,17412.0,16684.0,16748.0,115.132,0.1336,110.348,123.356,123.356,110.348,118.068,114.16,114.484,0.6892,2.564,0.0208,1.9908,1.3144,0.1776,1.02,0.2992,0.6444,0.0076,3.09,0.0016,0.0484,0.0148,0.0024,0.0092,0.004,0.006,42.984,1.1004,103.336,0.6032,104.0,84.0,124.0,6.044,0.9828,3.4688,0.288,39.4024,1.1224,103.868,0.6088,104.0,84.0,124.0,4.3228,1.7204,3.434,0.2868,2.1976,2.7784
instance_703,40000.0,168000.0,38992.0,166816.0,0.1036,0.0284,0.9348,1.9828,2.3516,0.0,4.0,2.8432,0.0012,0.2456,0.0012,0.002,0.6108,0.0,0.0,3.862,0.0012,1.1468,0.0,0.0028,10.8268,0.9048,0.6812,0.0,4.0,13.4532,0.0008,1.5884,0.0,0.002,9.3068,1.9768,0.0024,1.1604,0.0004,0.006,0.002,0.9612,0.0004,0.0044,11.8092,0.4092,0.968,0.174,1.3332,8.9504,20.0096,0.0392,20.0,24.0,0.0684,70.716,1.3456,28.0,172.0,100.0,44.0,80.0,56.0,68.0,214.304,0.7016,128.224,333.668,266.976,170.0,236.0,187.732,214.46,1.5632,2.3392,0.0,4.0,2.8248,0.3396,2.2728,0.8084,1.5328,0.3648,2.634,0.0176,2.8512,0.6896,0.1132,0.4888,0.1864,0.3112,1542.12,4.5004,8032.8,0.9704,8448.0,8280.0,8608.0,2.7412,2.9432,3.5656,0.9256,661.52,1.1352,8514.4,0.088,8486.0,8320.0,8720.0,0.3232,4.6088,3.3016,0.0584,0.98,1.2068
instance_1003,5000.0,100000.0,5000.0,100000.0,0.0,0.0,0.2,1.4972,2.5776,0.8,4.0,3.3036,0.016,0.0,0.016,0.016,0.0,0.0,0.0,0.0,0.016,0.4088,0.0108,0.0216,14.8256,0.3296,0.2456,0.0,1.6152,12.158,0.0028,0.9316,0.0008,0.0056,11.4656,0.7472,0.0548,0.3584,0.0392,0.0728,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,125.412,1.0008,76.0,300.0,160.0,92.0,140.0,104.0,124.0,255.716,0.3928,204.132,324.0,290.0,224.364,272.632,237.516,254.744,0.6956,2.6928,0.0,2.5524,1.3324,0.1244,0.9956,0.3028,0.6344,0.0112,2.628,0.0012,0.0572,0.0208,0.004,0.0148,0.006,0.0092,263.308,0.5936,954.84,0.1928,956.0,892.0,1008.0,4.0,0.8764,3.4236,0.0956,213.584,0.8756,951.0,0.3452,952.0,900.0,1016.0,1.2844,2.5468,3.3732,0.1808,1.8828,2.2468
instance_212,3780.0,245636.0,3600.0,241856.0,0.2,0.0624,0.0596,3.9752,0.0948,3.3844,4.0,0.9808,0.0144,5.9036,0.0088,0.1732,1.0528,0.0,3.734,3.734,0.0144,0.6168,0.0092,0.02,19.304,0.7132,0.1692,0.318,1.2544,11.3712,0.0084,0.6048,0.0052,0.0116,17.1004,3.734,0.0192,0.7404,0.01,0.0304,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,4667.2,4.0372,584.0,12364.0,12364.0,584.0,11820.0,1304.0,1496.0,271.716,0.996,205.988,406.72,406.72,205.988,331.884,224.544,258.356,3.2276,0.072,3.0756,3.3996,3.3024,3.152,3.2656,3.1856,3.2264,0.0,22.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.308,1.8572,1627.04,0.2984,1632.0,1560.0,1712.0,108.62,0.4872,3.9948,0.0032,108.0,0.662,1643.96,0.1548,1644.0,1568.0,1724.0,128.332,0.372,3.9984,0.0012,3.2784,3.75
instance_1545,1120.0,2688.0,1120.0,2688.0,0.0,0.0,1.6668,1.9096,3.932,0.0,4.0,4.4744,0.0356,1.7888,0.0284,0.0716,1.8024,0.0,3.3332,3.3332,0.0356,0.0,0.0356,0.0356,0.0,1.3332,0.0,1.3332,1.3332,0.0,0.02,1.3796,0.0,0.0356,5.5112,2.6368,0.0712,0.062,0.0656,0.0716,0.0396,3.5776,0.024,0.1192,1.8024,1.3968,1.3008,0.3808,1.6,1.8024,19.9856,0.048,16.0,20.0,0.0952,17462.0,0.0904,16636.0,17804.0,17804.0,16636.0,17744.0,17404.0,17684.0,178.128,0.3028,166.452,201.532,201.532,166.452,191.512,167.78,173.052,2.3328,0.0004,2.332,2.3336,2.3328,2.3324,2.3328,2.3324,2.3328,0.918,0.0004,0.9176,0.918,0.918,0.9176,0.918,0.918,0.918,37.6056,0.8008,288.46,0.4164,288.0,252.0,328.0,4.1104,0.7732,3.7128,0.0984,21.1452,0.8728,289.06,0.4216,288.0,252.0,328.0,1.9912,1.3692,3.6012,0.1004,2.5768,3.246
instance_527,1080.0,4320.0,1080.0,4320.0,0.0,0.0,1.0,2.0,2.3096,1.3332,4.0,2.2492,0.0444,0.0,0.0444,0.0444,0.0,0.0,0.0,4.0,0.0444,0.0,0.0444,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.022,1.1756,0.0112,0.0332,5.0344,1.9776,0.022,0.0988,0.0184,0.0224,0.0556,0.0392,0.052,0.0556,0.4264,1.2164,0.2024,1.2,1.6,1.8108,24.6396,0.238,24.0,28.0,1.7576,18084.0,0.082,17552.0,18668.0,18668.0,17552.0,18372.0,17748.0,18120.0,142.128,0.3012,124.608,156.916,156.916,124.608,149.288,134.596,148.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168,0.0004,0.168,0.168,0.168,0.168,0.168,0.168,0.168,84.696,0.95,247.432,0.3592,248.0,220.0,276.0,4.642,1.2172,3.7064,0.2232,56.308,0.758,246.956,0.3564,248.0,220.0,276.0,1.7216,1.7644,3.4792,0.1752,2.3404,3.3404
instance_1226,4532.0,224840.0,4276.0,198696.0,0.2396,0.5264,0.086,1.3264,3.3572,0.0,4.0,6.2816,0.0248,1.4396,0.0076,0.0824,2.8604,0.0,0.5576,0.5584,0.0248,6.636,0.0004,0.1804,14.5724,3.0808,0.856,0.0,3.9532,10.9512,0.002,7.3596,0.0,0.0332,11.8796,0.6212,0.0088,4.16,0.0008,0.0412,,,,,,,,,,,15.6768,0.278,12.0,16.0,1.1224,4688.0,1.5472,1588.0,7464.0,7464.0,2416.0,6024.0,3032.0,5464.0,179.944,0.9092,120.292,245.776,245.776,126.124,200.588,156.032,181.26,3.3956,0.8352,0.0,3.9808,3.9804,2.6668,3.9804,3.2,3.5,1.0404,3.8316,0.0,2.0,2.0,0.0,2.0,0.0,1.9792,26.2688,3.2172,863.08,0.322,864.0,812.0,924.0,22.6032,0.9248,3.9268,0.0224,90.752,1.4804,864.0,0.3124,868.0,808.0,924.0,9.5352,2.2084,3.9596,0.0224,2.3584,3.952
instance_607,416000.0,1832000.0,169500.0,1048000.0,5.8596,2.9756,0.646,1.3724,4.4708,0.0,4.0,6.9776,0.0004,2.6208,0.0,0.002,5.8148,0.0,2.3468,2.9056,0.0004,3.0556,0.0,0.0028,13.7344,0.664,0.6092,0.0,4.0,13.3484,0.0,2.9176,0.0,0.0008,11.3908,2.5004,0.0004,2.726,0.0,0.002,,,,,,,,,,,179.612,0.0904,172.0,196.0,5.1816,3981.72,1.0688,3004.0,5844.0,5844.0,3004.0,5180.0,3144.0,3204.0,62.764,0.8308,37.5624,76.808,76.808,37.5624,74.868,51.664,67.96,2.068,2.3056,0.0,4.0,3.546,0.336,3.148,0.9668,2.1892,0.1284,4.6008,0.0,2.936,0.348,0.0032,0.1892,0.0224,0.0708,7448.0,0.0,54420.0,0.0,54420.0,54420.0,54420.0,6.5528,0.0,3.7576,0.0,9988.4,0.798,54112.0,0.032,53912.0,53616.0,54556.0,3.2296,4.1228,3.8136,0.0476,0.2644,2.5288
instance_1529,179220.0,596000.0,71656.0,324112.0,6.0044,3.3612,0.8844,1.4368,2.9968,0.0,4.0,5.194,0.0008,1.0016,0.0004,0.0028,4.266,0.0,0.7844,3.05,0.0008,4.0828,0.0004,0.0452,9.886,0.3024,0.3516,0.0,3.0,8.3132,0.0004,5.5048,0.0,0.0324,8.6748,2.214,0.0004,5.0664,0.0,0.0372,0.002,6.5668,0.0004,0.0384,16.0768,1.1388,1.8624,0.014,2.476,15.0976,39.8728,0.5812,36.0,60.0,5.13,3768.0,0.0636,3708.0,3828.0,3828.0,3708.0,3828.0,3708.0,3828.0,74.448,1.2748,50.724,98.168,98.168,50.724,98.168,50.724,98.168,0.9952,3.0924,0.0,3.9004,1.9132,0.12,1.618,0.3156,0.8264,0.2104,3.4864,0.0,1.2136,0.4704,0.0732,0.2356,0.1016,0.1472,2664.0,1.0248,14704.0,0.074,14784.0,14328.0,14888.0,1.9028,0.9544,3.2032,0.078,6608.4,5.0448,13961.6,0.9176,14664.0,14404.0,14828.0,4.15,14.5032,14.0516,13.944,0.1764,1.1788
instance_1191,1920.0,48960.0,1440.0,47040.0,1.3332,0.1632,0.1224,4.0,0.0,4.0,4.0,0.0,0.0652,2.368,0.0224,0.1332,2.728,0.0,0.1224,0.1224,0.0652,0.0,0.0652,0.0652,0.0,0.0416,0.0,0.0416,0.0416,0.0,0.0328,0.0,0.0328,0.0328,0.0,3.0308,0.122,0.0,0.122,0.122,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,15360.0,0.0,15360.0,15360.0,15360.0,15360.0,15360.0,15360.0,15360.0,116.988,0.0,116.988,116.988,116.988,116.988,116.988,116.988,116.988,2.0112,0.0004,2.0104,2.012,2.0116,2.0108,2.0112,2.0108,2.0112,0.0184,0.0012,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,1.4164,178.348,355.564,0.3772,356.0,312.0,400.0,27.5792,0.5452,3.9936,0.09,0.0052,193.988,355.196,0.3808,356.0,312.0,400.0,27.1524,0.5924,3.996,0.006,3.8112,3.986
instance_1045,1760.0,7480.0,1728.0,7452.0,0.074,0.0152,0.9276,1.9772,2.3396,0.0,4.0,2.6772,0.028,0.2032,0.0276,0.0372,0.4552,0.0,0.0,3.9032,0.028,1.0892,0.0108,0.0492,10.5708,0.8908,0.6364,0.0,4.0,13.29,0.014,1.5236,0.0,0.0344,9.1176,1.9948,0.0548,1.0796,0.0216,0.0968,0.0424,0.8972,0.0192,0.086,11.5016,0.4336,0.9244,0.2096,0.9524,9.0664,16.0,0.0,16.0,16.0,0.0,15761.2,0.0736,15352.0,16332.0,16332.0,15352.0,16088.0,15608.0,15676.0,102.172,0.2676,93.908,116.068,116.068,93.908,109.32,97.5,101.188,1.56,2.226,0.0104,4.0,2.7472,0.45,2.2476,0.8588,1.5272,0.336,2.5468,0.02,1.2792,0.6252,0.106,0.4568,0.1728,0.2988,69.604,1.02,383.036,0.3056,384.0,348.0,420.0,3.7776,0.8136,3.422,0.154,55.852,0.972,382.288,0.3048,384.0,344.0,420.0,1.4192,1.4572,3.3652,0.1428,1.2948,2.2624
instance_1289,280.0,24920.0,280.0,24920.0,0.0,0.0,0.0448,1.2568,2.726,0.5716,4.0,4.0352,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.4,0.1604,0.36,0.4444,14.894,0.1264,0.1104,0.006,0.4504,8.1896,0.0272,0.6328,0.0172,0.0372,12.5484,0.2704,0.0444,0.0,0.0444,0.0444,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,17780.0,0.0704,17476.0,18292.0,18292.0,17476.0,17996.0,17544.0,17592.0,104.424,0.0876,102.288,108.808,108.808,102.288,104.048,102.972,104.012,0.254,3.3752,0.0124,0.86,0.6456,0.03,0.3752,0.0792,0.2052,0.0004,1.564,0.0,0.0008,0.0004,0.0,0.0004,0.0,0.0004,34.662,1.0692,48.668,0.8416,48.0,36.0,64.0,8.1032,1.2432,3.528,0.3996,33.4372,1.0812,48.552,0.8164,48.0,36.0,60.0,7.2888,1.682,3.502,0.3944,2.7104,3.0132
instance_110,50336.0,624000.0,50136.0,624000.0,0.016,0.0024,0.322,1.7244,1.9328,0.0,4.0,4.2836,0.0012,4.3384,0.0008,0.032,4.0768,0.0,0.4448,3.0972,0.0012,9.1368,0.0,0.012,11.7216,2.6436,0.7412,0.0,3.3844,11.2408,0.0004,8.966,0.0,0.0064,11.9268,2.5012,0.0048,0.9612,0.0,0.0056,,,,,,,,,,,20.1396,0.208,20.0,28.0,0.3516,342.544,1.144,84.0,504.0,424.0,176.0,396.0,316.0,372.0,137.644,3.5332,51.648,581.52,285.728,70.544,113.36,83.508,97.62,3.1584,1.2004,0.0404,3.916,3.8348,1.6772,3.8192,2.5164,3.6592,0.478,3.8084,0.0,1.63,1.3484,0.0824,0.6692,0.1768,0.2948,913.0,11.4252,10162.4,1.068,10820.0,10552.0,10996.0,12.9012,2.9216,3.792,0.2496,5917.2,3.6396,10643.2,0.4752,10764.0,10576.0,11036.0,14.6724,5.5308,4.1132,0.952,0.2172,0.7312
instance_963,800.0,68000.0,800.0,68000.0,0.0,0.0,0.0472,1.2364,2.7108,0.5716,4.0,3.9628,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.1596,0.1252,0.1556,17.1484,0.1336,0.0992,0.0,0.4488,8.5044,0.0084,0.638,0.0044,0.0124,12.1736,0.2356,0.0468,0.0,0.0468,0.0468,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,14173.2,0.2452,12728.0,14988.0,14988.0,12728.0,14988.0,14304.0,14672.0,230.444,0.0868,224.404,236.868,236.868,224.404,236.868,226.944,233.568,0.272,2.8496,0.0004,0.8576,0.5696,0.0608,0.3644,0.1356,0.2276,0.0004,1.4988,0.0,0.0012,0.0008,0.0004,0.0004,0.0004,0.0004,70.96,0.84,132.428,0.6016,132.0,108.0,160.0,6.3912,1.0156,3.4636,0.2648,73.456,0.79,132.688,0.5464,132.0,108.0,156.0,5.0652,1.6612,3.4756,0.2388,2.5356,2.9296
instance_1396,616000.0,12920000.0,548000.0,12760000.0,0.5056,0.0472,0.1716,2.1492,3.008,0.0,4.0,5.3076,0.0,11.8088,0.0,0.106,3.9132,0.0,2.4004,3.812,0.0,30.346,0.0,0.0748,17.4512,1.8428,1.0348,0.0,4.0,16.1952,0.0,20.9832,0.0,0.0376,16.9536,3.7844,0.0012,5.2608,0.0,0.0412,,,,,,,,,,,17.0,0.4076,16.0,20.0,2.2492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4568,1.0948,0.0,4.0,4.0,1.9576,3.9996,3.34,3.9876,0.3416,7.1076,0.0,2.0,1.3944,0.0,0.3648,0.0,0.0096,744000.0,0.0,0.0,0.0,0.0,0.0,0.0,412.44,0.0,5.6508,0.0,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,250.856,0.0,4.9452,0.0,1.7132,2.4128
instance_1161,360.0,7668.0,360.0,7668.0,0.0,0.0,0.1876,1.4568,2.6468,0.8,4.0,3.2344,0.2224,0.0,0.2224,0.2224,0.0,0.0,0.0,0.0,0.2224,0.3808,0.1752,0.2964,13.4596,0.2748,0.2092,0.0,0.9392,11.1324,0.0368,0.8512,0.0148,0.0624,10.558,0.6592,0.1844,0.0552,0.1692,0.1856,0.5316,0.2184,0.436,0.622,16.0884,0.5088,0.2016,0.428,0.5992,4.2364,9.5732,0.8164,8.0,12.0,2.6808,17314.4,0.064,16852.0,17732.0,17732.0,16852.0,17632.0,17184.0,17376.0,87.016,0.0888,85.22,91.032,91.032,85.22,88.632,85.356,86.46,0.5736,2.854,0.01,1.6576,1.1488,0.0804,0.8416,0.2284,0.4936,0.0064,2.5432,0.0008,0.0204,0.0128,0.0028,0.008,0.0036,0.0052,34.1904,1.1896,72.016,0.696,72.0,56.0,88.0,6.554,1.0704,3.4976,0.3408,30.5872,1.2676,71.988,0.7056,72.0,56.0,88.0,4.978,1.696,3.4324,0.3528,2.2976,2.8276
instance_420,732000.0,3424000.0,238468.0,1432000.0,8.3096,5.5668,0.6664,1.4552,4.0972,0.0,4.0,5.4396,0.0,1.7164,0.0,0.0008,4.0904,0.0,2.3104,3.5992,0.0,2.1516,0.0,0.0004,11.3168,0.9808,0.6292,0.0,3.238,12.4508,0.0,2.0924,0.0,0.0004,10.1164,2.9612,0.0,2.082,0.0,0.0004,0.0004,2.5692,0.0,0.0008,14.4876,0.5756,2.7344,0.108,2.4444,13.0496,58.908,0.1208,56.0,60.0,2.3436,300.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,14.2132,1.7336,8.0532,20.3732,20.3732,8.0532,20.3732,8.0532,20.3732,2.1072,2.3404,0.0,3.962,3.4308,0.2208,3.22,0.8792,2.54,0.0604,3.5076,0.0,0.8104,0.128,0.0,0.1032,0.0072,0.052,90960.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0984,0.0,6.0424,0.0,6220.0,0.6148,80924.0,0.0032,80924.0,80876.0,80876.0,3.0216,0.6788,3.5992,0.0084,0.5504,1.6712
