instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19,algorithm_20,algorithm_21,algorithm_22,algorithm_23,algorithm_24
instance_292,0.0,18000.0,0.02,0.84,0.02,0.1,0.0,0.02,0.01,0.11,0.11,0.02,0.01,0.0,0.0,0.03,0.03,0.02,0.01,0.02,0.0,0.02,0.0,0.0
instance_52,1.43,18000.0,6.07,18000.0,6.62,120.57,1.44,3.11,2.35,0.61,120.92,7.11,11.82,12.02,1.43,3.16,3.12,6.42,50.8,6.24,1.23,0.58,12.04,11.98
instance_203,0.02,0.18,0.15,19.35,0.15,0.38,0.02,0.05,0.19,0.21,0.5,18000.0,2.35,18000.0,0.02,0.06,0.06,0.15,0.04,0.16,2.34,18000.0,18000.0,18000.0
instance_50,0.56,18000.0,2.58,18000.0,2.56,41.42,0.55,1.25,0.78,0.31,40.95,2.91,2.55,2.63,0.55,1.26,1.24,2.57,2.59,2.49,0.55,0.23,2.61,2.63
instance_407,0.02,18000.0,0.19,40.93,0.2,0.41,0.02,0.05,0.46,0.31,0.51,8.41,394.22,4.47,0.02,0.06,0.06,0.18,0.03,0.19,394.64,0.18,1.75,2.18
instance_237,18000.0,18000.0,18000.0,18000.0,18000.0,1.8,18000.0,18000.0,316.39,18000.0,6.05,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.05,18000.0,18000.0,18000.0,18000.0,18000.0
instance_576,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1.64,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,34.23,18000.0,18000.0,18000.0,18000.0,18000.0
instance_123,18000.0,18000.0,18000.0,18000.0,18000.0,5.45,18000.0,18000.0,0.18,138.11,2.69,18000.0,18000.0,18000.0,1.5,18000.0,18000.0,552.63,18000.0,34.21,18000.0,18000.0,18000.0,18000.0
instance_471,19.44,18000.0,32.75,18000.0,27.13,6.42,18000.0,25.98,73.66,60.37,6.88,18000.0,18000.0,18000.0,5.34,149.03,25.92,39.53,0.15,39.57,18000.0,290.8,18000.0,18000.0
instance_305,0.1,18000.0,0.51,1.76,0.5,0.83,0.1,0.14,0.02,0.31,0.78,0.61,18000.0,0.04,0.1,0.15,0.15,0.5,0.02,0.5,18000.0,0.1,0.05,0.04
instance_318,0.04,18000.0,0.33,47.69,0.33,0.92,0.04,0.07,1.21,0.41,1.04,122.41,18000.0,18000.0,0.04,0.09,0.08,0.31,0.04,0.32,18000.0,0.25,18000.0,18000.0
instance_489,0.0,0.14,0.06,0.23,0.06,0.17,0.01,0.03,0.01,0.11,0.2,0.02,0.01,0.0,0.0,0.04,0.05,0.05,0.02,0.06,0.01,0.02,0.0,0.0
instance_89,18000.0,18000.0,18000.0,18000.0,18000.0,9.17,18000.0,18000.0,18000.0,18000.0,9.4,4.01,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_644,0.21,1.85,0.59,5.85,0.36,1.54,0.09,0.35,0.05,0.81,329.79,0.41,18000.0,0.16,0.06,0.37,0.37,0.42,0.18,0.48,18000.0,0.15,0.21,0.18
instance_136,0.0,18000.0,0.03,1.01,0.03,0.1,0.0,0.02,0.03,0.09,0.12,0.02,0.03,0.01,0.0,0.03,0.04,0.02,0.01,0.03,0.02,0.04,0.01,0.01
instance_122,0.0,0.04,0.01,1.92,0.01,0.07,0.0,0.02,0.0,0.02,0.07,0.03,0.0,0.0,0.0,0.03,0.03,0.01,0.0,0.01,0.0,0.01,0.0,0.0
instance_7,0.09,0.8,0.77,18000.0,0.81,2.96,0.09,0.13,1.23,1.02,3.86,18000.0,18000.0,18000.0,0.09,0.14,0.14,0.77,0.14,0.77,18000.0,18000.0,18000.0,18000.0
instance_297,18000.0,33.43,1.36,18000.0,18.57,0.62,18000.0,18000.0,1.63,1.31,0.62,0.1,18000.0,0.12,0.27,18000.0,18000.0,1.28,1.65,34.55,18000.0,0.59,0.13,0.12
instance_314,177.61,18000.0,39.06,18000.0,41.67,1.83,480.5,1.06,0.26,2.22,7.78,10.71,18000.0,4.74,231.48,1.32,1.24,0.89,18000.0,1.04,18000.0,8.73,6.01,6.13
instance_791,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18.13,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_747,0.16,18000.0,0.65,55.54,0.66,3.55,0.16,0.24,2.46,1.12,236.8,18000.0,18000.0,18000.0,0.16,0.26,0.26,0.65,0.06,0.67,18000.0,18000.0,18000.0,18000.0
instance_554,0.01,2.38,0.08,9.83,0.08,0.49,0.01,0.08,0.45,0.31,0.76,0.11,0.81,0.06,0.01,0.14,0.09,0.1,0.04,0.1,0.78,0.26,0.06,0.06
instance_9,18000.0,18000.0,18000.0,18000.0,52.28,18000.0,18000.0,1.52,1.63,162.71,18000.0,15.42,25.4,0.47,18000.0,1.81,1.18,23.39,18000.0,29.54,25.7,13.86,5.97,0.24
instance_748,18000.0,18000.0,18000.0,138.93,18000.0,18000.0,18000.0,18000.0,185.42,18000.0,18000.0,18000.0,18000.0,18000.0,0.38,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_811,2.24,114.16,7.54,18000.0,7.27,3.12,2.04,0.92,9.61,24.12,3.42,0.21,18000.0,4.7,1.97,0.92,0.92,9.6,18000.0,44.63,161.76,21.73,4.7,4.7
instance_364,60.62,18000.0,181.57,18000.0,18000.0,5.74,18000.0,410.21,243.84,210.21,5.96,18000.0,18000.0,87.06,27.57,18000.0,413.26,205.18,0.14,203.8,18000.0,277.66,99.87,97.38
instance_55,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_720,0.03,18000.0,0.19,5.11,0.19,0.22,0.03,0.06,0.02,0.31,0.74,0.21,14.7,0.03,0.03,0.06,0.07,0.19,0.02,0.19,14.75,0.12,0.03,0.03
instance_112,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_10,0.03,18000.0,0.25,49.4,0.24,0.62,0.03,0.06,0.97,0.31,0.59,46.81,18000.0,24.58,0.03,0.07,0.07,0.25,0.03,0.24,18000.0,0.23,24.47,18.83
instance_248,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,50.02,18000.0,18000.0,18000.0,18000.0
instance_697,0.05,18000.0,0.39,18000.0,0.39,1.32,0.05,0.07,0.61,0.51,2.49,18000.0,42.03,18000.0,0.05,0.08,0.08,0.38,0.08,0.39,41.46,18000.0,18000.0,18000.0
instance_737,1.27,18000.0,5.93,18000.0,5.82,105.71,1.28,2.8,2.05,0.61,105.96,6.21,9.55,9.75,1.27,2.8,2.76,5.61,37.74,5.8,1.08,0.5,9.72,9.74
instance_325,9.62,17.8,6.54,21.4,5.75,2.17,0.87,0.71,0.25,1.81,2.25,0.21,18000.0,0.35,0.59,0.72,0.72,5.37,3.83,5.36,18000.0,1.72,0.35,0.35
instance_84,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_53,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_403,18000.0,18000.0,405.5,18000.0,18000.0,18000.0,18000.0,70.71,18000.0,18000.0,18000.0,402.11,18000.0,532.16,18000.0,74.78,69.81,13.01,15.25,14.77,18000.0,569.22,18000.0,214.48
instance_42,0.01,0.11,0.18,30.82,0.09,0.19,0.01,0.03,0.12,0.11,0.24,0.31,29.56,0.05,0.01,0.04,0.04,0.08,0.02,0.09,29.65,0.13,0.06,0.06
instance_824,0.07,40.18,2.92,4.88,0.86,0.36,0.07,0.11,0.11,0.51,0.38,0.07,0.13,1.35,0.06,0.17,0.12,0.69,0.02,28.91,0.14,0.1,1.93,1.92
instance_493,497.01,18000.0,66.74,18000.0,61.79,8.9,18000.0,18000.0,18000.0,18000.0,7.59,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,66.39,0.71,66.51,18000.0,18000.0,18000.0,18000.0
instance_710,0.0,0.05,0.02,0.93,0.03,0.11,0.0,0.02,0.03,0.08,0.12,0.1,0.02,0.01,0.0,0.03,0.04,0.02,0.01,0.03,0.01,0.05,0.01,0.01
instance_823,0.0,0.08,0.04,2.22,0.04,0.12,0.0,0.02,0.04,0.11,0.19,0.07,0.54,0.02,0.0,0.03,0.04,0.04,0.01,0.05,0.54,0.05,0.02,0.02
instance_13,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,90.69,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_333,0.76,16.09,3.84,5.27,0.64,0.94,0.08,0.22,4.69,0.31,0.55,1.21,18.46,0.11,0.05,0.44,0.24,0.29,1.24,30.79,20.07,0.3,0.21,0.25
instance_769,0.0,0.04,0.01,0.25,0.01,0.07,0.0,0.02,0.0,0.02,0.07,0.02,0.0,0.0,0.0,0.03,0.03,0.01,0.0,0.01,0.0,0.01,0.0,0.0
instance_369,18000.0,88.4,18000.0,232.66,18000.0,18000.0,31.53,18000.0,12.15,18000.0,69.77,18000.0,18000.0,18000.0,7.4,18000.0,18000.0,18000.0,0.85,18000.0,18000.0,18000.0,18000.0,18000.0
instance_804,0.04,0.83,0.78,39.65,0.8,18000.0,0.04,0.07,0.07,3.01,18000.0,0.11,0.22,0.04,0.04,0.08,0.08,0.78,0.02,0.78,0.2,2.48,0.04,0.04
instance_163,0.04,18000.0,0.3,18000.0,0.3,0.61,0.04,0.07,0.38,0.41,0.82,0.11,18000.0,0.04,0.04,0.08,0.08,0.29,0.05,0.3,18000.0,0.17,0.04,0.04
instance_587,18000.0,18000.0,18000.0,18000.0,18000.0,52.94,18000.0,18000.0,18000.0,18000.0,53.89,18000.0,18000.0,18000.0,318.6,18000.0,18000.0,18000.0,0.62,18000.0,18000.0,18000.0,18000.0,18000.0
instance_500,0.03,0.2,0.13,2.57,0.13,0.31,0.04,0.13,0.01,0.21,0.14,0.11,0.29,0.02,0.03,0.14,0.14,0.13,0.13,0.14,0.29,0.04,0.03,0.02
instance_367,0.92,59.15,2.12,18000.0,1.75,0.96,0.55,0.99,202.84,2.11,1.39,0.11,11.04,1.67,1.33,1.67,1.0,1.65,3.27,35.05,15.36,1.01,0.97,1.39
instance_501,18000.0,18000.0,18000.0,18000.0,18000.0,513.05,16.42,10.4,18000.0,12.51,165.06,14.61,18000.0,18000.0,30.93,18000.0,18000.0,97.24,18000.0,98.93,18000.0,11.19,28.74,39.71
instance_700,0.44,2.36,0.91,18000.0,0.66,1.4,0.17,0.24,351.54,0.91,2.24,0.11,2.55,0.83,0.16,0.36,0.25,0.62,13.8,0.7,2.48,0.37,0.79,0.79
instance_739,75.55,12.46,7.85,11.67,18000.0,73.88,0.52,2.46,18000.0,7.72,18000.0,3.01,360.69,0.31,0.45,5.88,2.49,9.02,18000.0,9.37,398.67,3.88,0.31,0.3
instance_320,0.06,3.11,0.35,5.94,0.33,0.29,0.07,0.19,0.11,0.51,0.3,0.11,6.64,0.13,0.05,0.33,0.2,0.42,0.03,0.4,6.53,0.27,0.15,0.14
instance_59,0.02,0.19,0.16,18000.0,0.16,591.31,0.02,0.04,0.05,0.21,0.25,18000.0,18000.0,1.57,0.02,0.05,0.05,0.14,18000.0,0.16,18000.0,18000.0,1.69,1.68
instance_257,0.03,0.45,0.42,18000.0,0.43,18000.0,0.03,0.06,21.97,1.22,18000.0,18000.0,1.3,0.42,0.03,0.07,0.07,0.42,18000.0,0.42,1.26,0.86,0.42,0.42
instance_449,0.0,18000.0,0.01,0.05,0.01,0.11,0.0,0.02,0.0,0.02,0.11,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0
instance_270,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,80.23,18000.0,44.81,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,62.56,18000.0,18000.0
instance_666,0.0,0.04,0.01,0.09,0.01,0.08,0.0,0.02,0.0,0.02,0.79,0.02,0.02,0.0,0.0,0.03,0.03,0.01,0.01,0.02,0.01,0.01,0.0,0.0
instance_191,41.03,18000.0,12.05,18000.0,19.53,28.37,3.16,3.52,18000.0,5.71,173.31,2.71,18000.0,14.26,1.36,7.1,3.53,6.03,18000.0,6.29,18000.0,5.56,13.6,13.44
instance_399,0.01,18000.0,0.12,70.17,0.12,0.44,0.01,0.04,0.83,0.31,0.52,0.08,5.05,0.03,0.01,0.05,0.05,0.12,0.07,0.12,5.01,0.69,0.03,0.03
instance_15,0.03,18000.0,0.24,77.0,0.25,0.61,0.03,0.06,0.74,0.31,0.64,49.42,18000.0,22.09,0.03,0.07,0.07,0.24,0.03,0.24,18000.0,0.23,28.91,34.62
instance_162,18000.0,235.83,18000.0,18000.0,33.4,18000.0,2.11,18000.0,18000.0,18000.0,135.32,86.31,18000.0,18000.0,1.4,18000.0,18000.0,346.02,84.84,26.83,18000.0,2.52,18000.0,18000.0
instance_355,0.0,18000.0,0.02,0.23,0.01,0.14,0.0,0.02,0.0,0.02,0.14,0.21,18000.0,0.05,0.0,0.03,0.03,0.01,18000.0,0.02,18000.0,0.0,0.05,0.05
instance_744,0.32,18000.0,1.33,18000.0,1.38,42.11,0.32,0.76,0.73,0.21,41.43,1.71,1.28,1.42,0.31,0.77,0.78,1.28,0.96,1.21,0.32,0.14,1.42,1.41
instance_223,31.41,18000.0,34.32,18000.0,30.77,3.16,18000.0,77.0,33.33,62.11,3.36,18000.0,18000.0,18000.0,28.47,128.05,76.86,45.86,0.06,46.0,18000.0,24.83,18000.0,18000.0
instance_765,0.05,0.32,0.3,18000.0,0.29,469.05,0.05,0.63,5.92,0.71,18000.0,39.62,18000.0,10.35,0.05,0.83,0.66,0.29,7.28,0.29,18000.0,2.59,13.72,7.08
instance_30,0.08,0.57,0.54,112.87,0.54,1.28,0.08,0.1,2.83,0.61,1.04,207.83,18000.0,18000.0,0.08,0.12,0.12,0.54,0.04,0.54,18000.0,0.66,18000.0,18000.0
instance_76,0.01,18000.0,0.09,10.15,0.09,0.23,0.01,0.03,0.11,0.21,0.24,0.41,1.29,0.98,0.01,0.04,0.05,0.09,0.02,0.09,1.27,0.1,0.46,0.51
instance_566,0.07,0.61,0.58,18000.0,0.58,2.33,0.07,0.09,0.9,0.81,2.8,18000.0,18000.0,18000.0,0.07,0.11,0.11,0.58,0.11,0.58,18000.0,18000.0,18000.0,18000.0
instance_224,0.0,0.05,0.0,0.04,0.0,0.06,0.0,0.02,0.0,0.02,0.06,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0
instance_495,10.58,18000.0,3.48,18000.0,3.36,18000.0,18000.0,2.58,25.18,5.21,18000.0,18000.0,18000.0,18000.0,3.71,3.12,2.56,3.32,11.49,3.37,18000.0,18000.0,18000.0,18000.0
instance_81,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,47.02,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_624,117.24,18000.0,18000.0,18000.0,18000.0,17.51,18000.0,18000.0,18000.0,203.71,19.19,18000.0,18000.0,18000.0,18.62,18000.0,18000.0,18000.0,0.31,18000.0,18000.0,502.57,18000.0,18000.0
instance_362,0.88,122.85,3.56,195.62,1.4,2.52,0.24,0.41,18000.0,3.61,3.99,0.04,123.65,0.06,0.09,1.19,0.84,0.49,2.79,29.09,123.97,0.13,0.12,0.21
instance_423,0.01,18000.0,0.07,12.29,0.07,0.25,0.01,0.03,0.08,0.21,0.28,0.02,0.53,0.01,0.01,0.04,0.04,0.06,0.04,0.07,0.52,0.22,0.01,0.01
instance_135,13.16,18000.0,18000.0,18000.0,18000.0,18000.0,13.28,11.37,7.5,69.62,18000.0,15.32,18000.0,18000.0,13.19,11.47,11.44,18000.0,21.47,18000.0,18000.0,69.56,18000.0,18000.0
instance_309,18000.0,171.93,18000.0,400.06,18000.0,18000.0,12.59,18000.0,5.0,249.72,7.16,18000.0,18000.0,18000.0,1.43,18000.0,18000.0,18000.0,0.41,49.9,18000.0,18000.0,18000.0,18000.0
instance_555,0.01,0.11,0.08,1.33,0.09,3.56,0.01,0.04,0.01,0.12,3.8,17.72,0.04,0.03,0.01,0.05,0.06,0.08,0.03,0.21,0.06,0.04,0.03,0.03
instance_569,0.09,3.01,0.39,6.11,0.37,0.29,0.1,0.14,0.14,0.51,0.29,1.71,149.08,0.42,0.08,0.15,0.15,0.42,0.04,0.42,149.28,0.28,0.4,0.38
instance_621,18000.0,18000.0,514.82,18000.0,534.71,49.87,18000.0,19.94,2.91,49.31,18000.0,77.02,18000.0,59.94,146.1,19.1,19.3,17.53,18000.0,29.6,18000.0,122.85,72.05,66.31
instance_24,18000.0,35.57,10.23,103.53,18000.0,2.06,0.26,193.42,0.96,4.6,2.1,3.22,18000.0,0.26,0.22,196.59,194.13,3.64,18000.0,3.95,18000.0,3.07,0.26,0.26
instance_643,25.73,18000.0,4.39,18000.0,4.44,18000.0,18000.0,3.35,50.44,6.21,18000.0,18000.0,18000.0,18000.0,7.87,4.4,3.36,4.37,31.8,4.38,18000.0,18000.0,18000.0,18000.0
instance_736,0.66,4.4,6.15,58.14,1.5,2.61,0.1,0.23,25.15,0.51,3.48,0.91,18000.0,0.6,0.05,0.51,0.34,0.2,1.86,0.25,18000.0,0.37,0.42,0.17
instance_233,0.02,18000.0,0.16,22.44,0.16,0.36,0.02,0.04,0.2,0.21,0.44,154.71,14.9,18000.0,0.02,0.05,0.05,0.15,0.04,0.15,14.96,2.63,18000.0,18000.0
instance_466,0.0,0.04,0.01,0.1,0.01,0.09,0.0,0.02,0.0,0.02,0.09,0.02,0.0,0.0,0.0,0.03,0.03,0.01,0.02,0.01,0.0,0.01,0.0,0.0
instance_150,1.88,5.85,1.75,18000.0,1.29,19.94,0.49,0.73,18000.0,1.14,0.41,0.11,19.41,0.07,0.45,1.49,0.74,1.27,0.67,1.93,19.59,0.37,0.07,0.07
instance_152,0.01,18000.0,0.11,91.16,0.12,0.4,0.01,0.03,0.32,0.31,0.5,0.12,3.59,0.02,0.01,0.05,0.05,0.11,0.06,0.12,3.62,0.6,0.02,0.02
instance_503,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,17.35,18000.0,18000.0,18000.0,18000.0
instance_653,0.0,0.07,0.04,2.0,0.04,0.13,0.0,0.02,0.06,0.1,0.22,0.02,0.08,0.01,0.0,0.04,0.03,0.04,0.01,0.04,0.07,0.08,0.01,0.01
instance_288,0.04,18000.0,0.33,67.72,0.32,0.98,0.04,0.07,0.91,0.41,0.76,120.81,18000.0,18000.0,0.04,0.09,0.09,0.31,0.04,0.32,18000.0,0.47,18000.0,18000.0
instance_116,0.03,18000.0,0.26,18000.0,0.25,0.47,0.03,0.05,0.44,0.41,0.57,18000.0,18000.0,18000.0,0.03,0.06,0.06,0.24,0.04,0.25,18000.0,18000.0,18000.0,18000.0
instance_265,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,285.01,18000.0,18000.0,18000.0,18000.0
instance_359,18000.0,58.93,24.45,78.03,11.54,3.58,3.94,2.28,0.51,8.51,3.7,0.61,18000.0,0.63,1.18,2.3,2.29,12.27,19.12,12.73,18000.0,8.43,0.7,0.7
instance_613,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,46.44,18000.0,18000.0,18000.0,18000.0
instance_487,0.0,0.07,0.04,1.88,0.04,0.14,0.0,0.03,0.04,0.11,0.16,1.41,0.07,0.01,0.0,0.03,0.03,0.04,0.02,0.04,0.06,0.11,0.01,0.01
instance_678,1.07,18000.0,5.43,0.41,5.43,0.53,1.08,0.05,0.01,0.21,0.55,0.06,18000.0,0.03,1.06,0.06,0.06,5.21,0.35,5.24,18000.0,0.1,0.03,0.03
instance_581,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,36.04,18000.0,18000.0,18000.0,18000.0
instance_446,18000.0,18000.0,18000.0,18000.0,1.73,5.42,18000.0,1.72,18000.0,39.11,99.39,0.31,18000.0,26.49,0.6,4.47,1.73,104.56,18000.0,104.37,18000.0,29.44,21.93,24.96
instance_442,6.4,18000.0,3.71,18000.0,66.94,5.07,304.69,0.64,18000.0,3.61,36.81,6.41,78.45,8.47,2.42,1.28,0.66,2.04,0.28,2.64,77.31,1.71,8.33,8.33
instance_317,0.04,18000.0,0.3,18000.0,0.29,0.88,0.04,0.06,0.43,0.41,1.22,18000.0,18.74,18000.0,0.04,0.07,0.07,0.28,0.06,0.29,18.36,18000.0,18000.0,18000.0
instance_43,0.07,0.67,0.65,18000.0,0.67,2.43,0.07,0.11,1.01,0.91,2.75,18000.0,18000.0,18000.0,0.07,0.12,0.12,0.64,0.12,0.65,18000.0,18000.0,18000.0,18000.0
instance_815,7.27,18000.0,13.76,18000.0,13.0,2.45,18000.0,17.98,112.47,76.51,2.51,18000.0,18000.0,18000.0,2.56,27.82,17.94,14.5,0.07,14.63,18000.0,38.3,18000.0,18000.0
instance_684,0.05,18000.0,0.22,6.68,0.22,0.24,0.04,0.07,0.03,0.31,1.09,0.31,38.34,0.04,0.05,0.08,0.08,0.21,0.03,0.22,38.55,0.11,0.04,0.04
instance_66,18000.0,18000.0,108.65,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,561.41,18000.0,239.61,18000.0,15.01,1.5,18000.0,18000.0,56.62,0.49,58.8,18000.0,18000.0,34.86,18000.0
instance_303,18000.0,18000.0,18000.0,18000.0,18000.0,4.39,18000.0,18000.0,34.65,18000.0,38.21,18000.0,18000.0,160.64,87.61,18000.0,18000.0,395.23,4.52,369.05,18000.0,348.98,71.64,110.4
instance_682,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,2.81,18000.0,39.29,18000.0,15.43,18000.0,18000.0,18000.0,2.78,18000.0,18000.0,18000.0,12.38,18000.0,18000.0,18000.0,18000.0,18000.0
instance_188,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,161.54,18000.0,18000.0,18000.0,560.6,18000.0,18000.0,18000.0,206.05,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_819,3.22,18000.0,5.75,18000.0,5.18,1.74,18000.0,117.88,483.4,5.61,1.84,18000.0,18000.0,6.26,0.6,117.9,117.89,4.72,0.06,4.67,18000.0,6.59,6.06,5.73
instance_782,0.09,42.11,0.59,25.62,0.58,2.72,0.09,0.25,8.69,0.71,3.0,0.21,0.86,0.3,0.08,0.47,0.26,0.64,6.53,0.7,0.78,0.27,0.29,0.29
instance_724,0.05,0.65,0.33,45.05,0.31,4.49,0.05,0.16,2.77,1.61,4.87,0.51,15.65,0.37,0.05,0.26,0.18,0.45,0.2,0.47,15.52,1.8,0.37,0.37
instance_176,0.01,0.09,0.06,0.6,0.06,0.19,0.01,0.04,0.0,0.11,3.39,0.08,18000.0,0.02,0.01,0.05,0.05,0.05,0.04,0.06,18000.0,0.04,0.02,0.02
instance_664,0.16,46.49,0.92,4.7,0.62,0.13,0.2,0.86,0.09,0.61,0.13,0.02,0.57,0.02,0.12,2.26,0.87,0.73,0.01,0.96,0.57,0.1,0.02,0.02
instance_626,0.02,18000.0,0.21,8.39,0.2,0.28,0.02,0.05,0.04,0.31,1.83,0.61,434.35,0.06,0.02,0.06,0.06,0.21,0.03,0.2,435.96,0.17,0.05,0.06
instance_459,0.08,0.73,0.73,18000.0,1.48,2.71,0.08,0.11,1.13,1.01,2.85,18000.0,18000.0,18000.0,0.08,0.13,0.13,0.7,0.13,0.71,18000.0,18000.0,18000.0,18000.0
instance_614,0.04,7.83,0.2,2.5,0.2,0.26,0.04,0.13,0.05,0.31,0.25,55.51,18000.0,22.58,0.04,0.12,0.12,0.2,18000.0,0.2,18000.0,0.1,54.64,104.55
instance_533,0.95,18000.0,3.99,18000.0,3.97,18000.0,0.94,2.23,3.45,0.51,18000.0,4.52,7.36,8.24,0.94,2.22,2.21,3.77,2.92,3.86,0.93,0.42,8.27,8.23
instance_58,0.01,0.08,0.05,4.59,0.05,0.13,0.01,0.02,0.06,0.11,0.16,0.1,1.62,0.01,0.0,0.04,0.04,0.05,0.01,0.05,1.61,0.08,0.01,0.01
instance_239,0.04,18000.0,0.24,14.12,0.23,0.49,0.04,0.07,0.1,0.41,6.93,1.51,18000.0,0.13,0.04,0.08,0.08,0.23,0.06,0.23,18000.0,0.58,0.13,0.13
instance_409,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,462.31,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,245.02,0.17,244.02,18000.0,18000.0,18000.0,18000.0
instance_662,18000.0,220.79,18000.0,178.62,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_509,0.0,0.04,0.0,0.05,0.0,0.09,0.0,0.02,0.0,0.02,0.09,0.02,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0
instance_419,0.0,0.06,0.03,3.68,0.04,0.16,0.0,0.02,0.04,0.08,0.18,18000.0,0.09,0.01,0.0,0.04,0.03,0.03,0.03,0.04,0.07,0.09,0.01,0.01
instance_315,0.0,0.04,0.01,0.71,0.02,0.09,0.0,0.02,0.01,0.05,0.1,0.11,0.01,0.0,0.0,0.03,0.03,0.01,0.01,0.02,0.0,0.02,0.0,0.0
instance_56,150.14,18000.0,286.25,18000.0,301.03,20.04,18000.0,18000.0,234.88,18000.0,20.99,18000.0,18000.0,18000.0,62.73,18000.0,18000.0,157.11,0.25,158.54,18000.0,18000.0,18000.0,18000.0
instance_633,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,13.96,18000.0,105.2,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
