instance,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_58,feature_59,feature_60,feature_61,feature_62,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_56,feature_57
instance_1261,720.0,3640.0,720.0,3640.0,0.0,0.0,0.7912,4.0,0.0,4.0,4.0,0.0,0.0836,5.326,0.0444,0.4,1.3852,0.0,3.5604,3.5604,0.0836,0.0,0.0836,0.0836,0.0,0.2104,0.0,0.2104,0.2104,0.0,0.0396,0.0,0.0396,0.0396,0.0,3.5604,0.5328,0.1096,0.5232,0.5584,0.1564,4.9892,0.088,0.712,1.3852,0.3444,1.2052,0.0492,0.3808,1.3852,12.0,0.0,12.0,12.0,0.0,19362.0,0.0368,19168.0,19652.0,19652.0,19168.0,19652.0,19296.0,19332.0,295.184,0.0424,290.656,298.508,298.508,290.656,298.508,293.904,297.672,3.262,0.0,3.2616,3.262,3.262,3.2616,3.262,3.2616,3.2616,0.974,0.0004,0.974,0.974,0.974,0.974,0.974,0.974,0.974,7.6892,1.6692,275.036,0.3888,276.0,240.0,308.0,9.7352,0.5372,3.952,0.028,3.776,2.2876,275.056,0.3896,276.0,240.0,308.0,7.562,1.0288,3.9324,0.0272,3.5908,3.6828
instance_1368,56052.0,1928000.0,47080.0,1764000.0,0.7624,0.366,0.1068,3.984,0.146,0.0,4.0,0.3564,0.0012,4.8664,0.0008,0.0056,1.7048,0.0,3.5324,3.5324,0.0012,1.298,0.0,0.0028,16.906,0.0872,0.3792,0.0,4.0,3.0504,0.0008,1.2892,0.0,0.0012,16.248,3.5324,0.0048,1.5488,0.0,0.0112,,,,,,,,,,,70.576,1.776,8.0,88.0,4.2,13508.0,0.0,13508.0,13508.0,13508.0,13508.0,13508.0,13508.0,13508.0,164.892,0.0,164.892,164.892,164.892,164.892,164.892,164.892,164.892,2.5856,0.5004,0.1976,4.0,2.9388,2.2308,2.7396,2.4456,2.6068,0.0088,76.888,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5014.4,6.268,16670.0,1.6168,18950.0,0.0,19256.0,63.044,0.9828,4.0016,0.1096,24482.8,14.0352,17850.8,0.9996,18870.0,18580.0,19208.0,55.82,4.1632,10.3788,10.458,1.5704,2.128
instance_120,672.0,6216.0,504.0,5544.0,1.3332,0.4848,0.3636,4.0,0.0,4.0,4.0,0.0,0.1788,2.482,0.0636,0.3808,3.2632,0.0,0.3636,0.3636,0.1788,0.0,0.1788,0.1788,0.0,0.1292,0.0,0.1292,0.1292,0.0,0.0924,0.0,0.0924,0.0924,0.0,3.0908,0.3608,0.0,0.3608,0.3608,0.4052,2.662,0.0864,0.8916,3.2632,0.084,2.8356,0.026,0.258,3.2632,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3972,0.0,2.3968,2.3972,2.3972,2.3972,2.3972,2.3972,2.3972,1.4112,0.0,1.4112,1.4112,1.4112,1.4112,1.4112,1.4112,1.4112,0.0,0.0,114.212,0.6224,112.0,92.0,136.0,12.874,0.7024,4.0,0.002,0.0,0.0,114.128,0.6308,112.0,92.0,136.0,12.8856,0.7032,4.0,0.0012,3.9992,4.0
instance_225,544000.0,1812000.0,28696.0,680000.0,71.712,6.6752,0.1688,1.5044,3.7276,0.0,4.0,8.516,0.0036,4.8828,0.0012,0.034,8.8308,0.0,1.524,2.5576,0.0036,7.2832,0.0,0.0376,20.6928,1.5064,1.1544,0.0,3.6252,16.4088,0.0028,8.7764,0.0,0.0352,17.774,2.6412,0.0028,3.31,0.0,0.0172,,,,,,,,,,,120.836,0.1248,112.0,128.0,5.2948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4944,1.8828,0.0004,3.9996,3.9304,0.8268,3.614,1.498,2.668,0.1564,7.5196,0.0,1.1508,0.65,0.0,0.1344,0.0,0.0024,292.8,2.6732,9166.0,0.048,9184.0,9020.0,9292.0,11.6336,1.0948,3.8828,0.0124,1423.6,0.924,8817.6,0.7732,9104.0,8896.0,9360.0,9.0352,2.9636,3.936,0.0396,1.5932,3.462
instance_232,240.0,21360.0,240.0,21360.0,0.0,0.0,0.0448,1.2416,2.7316,0.5716,4.0,3.99,0.4668,0.0,0.4668,0.4668,0.0,0.0,0.0,0.0,0.4668,0.1356,0.4336,0.5028,15.0136,0.1276,0.0888,0.0,0.4132,8.0732,0.0272,0.6752,0.0156,0.0384,12.1208,0.2336,0.044,0.0,0.044,0.044,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,17947.2,0.044,17772.0,18336.0,18336.0,17772.0,18072.0,17824.0,17840.0,91.544,0.0412,90.52,93.272,93.272,90.52,92.112,90.784,91.676,0.258,2.6784,0.002,0.7948,0.5236,0.0644,0.362,0.108,0.2388,0.0004,1.3044,0.0,0.0004,0.0004,0.0,0.0004,0.0,0.0004,31.13,1.1172,42.128,0.8664,40.0,32.0,56.0,8.4728,1.276,3.5488,0.418,29.4744,1.1256,41.836,0.8692,40.0,32.0,52.0,7.496,1.6692,3.4936,0.4324,2.7648,3.0636
instance_847,5500.0,448000.0,5280.0,440000.0,0.1668,0.0644,0.048,3.9824,0.074,3.2,4.0,0.888,0.01,6.4996,0.006,0.1392,0.9268,0.0,3.776,3.776,0.01,0.9272,0.0056,0.0164,21.5244,0.7296,0.1792,0.3324,1.5028,11.4628,0.0056,0.8852,0.0032,0.0092,19.3448,3.776,0.0116,0.8532,0.0064,0.0188,,,,,,,,,,,12.7272,0.4848,12.0,16.0,1.8964,1567.72,4.3392,296.0,7472.0,2404.0,728.0,1268.0,892.0,1060.0,227.36,0.9288,170.332,358.316,301.404,175.892,238.984,190.36,213.968,3.3296,0.0748,3.1328,3.5284,3.4096,3.246,3.3716,3.2868,3.3304,0.0,20.1112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.224,0.864,2399.64,0.4988,2444.0,2328.0,2520.0,134.348,0.5252,3.9964,0.0016,149.672,0.5824,2439.48,0.1004,2440.0,2364.0,2504.0,159.86,0.39,3.9988,0.0008,2.992,3.6172
instance_1219,520000.0,1548000.0,57084.0,395576.0,32.34,11.6428,0.5772,1.5852,2.358,0.0,4.0,6.1996,0.0012,2.1812,0.0004,0.0184,4.7968,0.0,0.2968,2.1732,0.0012,5.0912,0.0004,0.0088,10.7764,0.244,0.4208,0.0,3.7612,6.582,0.0004,4.0292,0.0,0.0032,7.6076,1.5904,0.0008,5.082,0.0,0.0056,,,,,,,,,,,76.992,0.6904,56.0,100.0,9.89,4042.8,1.3944,372.0,6148.0,4972.0,3152.0,4956.0,3480.0,4120.0,147.256,1.5084,56.572,221.616,214.9,64.604,209.764,100.564,138.204,0.7872,5.3728,0.0,3.938,2.8316,0.0272,0.8996,0.08,0.254,0.148,2.8016,0.0,1.04,0.336,0.0604,0.1612,0.0864,0.1304,5132.4,4.6384,11072.4,1.7644,12920.0,0.0,13028.0,4.0788,4.9576,4.0384,1.6012,4207.6,0.6864,12553.2,0.7084,12920.0,12736.0,13096.0,1.574,3.5448,3.598,0.2964,0.298,2.906
instance_122,988000.0,4720000.0,275940.0,1832000.0,10.3116,6.3196,0.6032,1.3728,4.1264,0.0,4.0,5.164,0.0,1.4852,0.0,0.0008,3.8968,0.0,2.168,3.7188,0.0,2.488,0.0,0.0004,11.7972,0.9528,0.6308,0.0,3.3332,12.616,0.0,2.2452,0.0,0.0004,10.5988,2.9356,0.0,2.4696,0.0,0.0004,0.0004,2.77,0.0,0.0008,14.9708,0.5284,3.0788,0.1016,2.4444,12.4056,60.296,0.0696,60.0,64.0,1.0564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.016,2.4296,0.0,3.9364,3.3924,0.1852,3.1316,0.7756,2.4284,0.0548,3.7412,0.0,0.7948,0.1228,0.0,0.0956,0.0004,0.0464,141816.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3164,0.0,6.8596,0.0,11824.0,1.774,91868.0,0.0104,91868.0,91696.0,91696.0,4.9828,1.8884,3.674,0.064,0.9584,2.9164
instance_1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instance_1151,3000.0,12780.0,2944.0,12700.0,0.076,0.0252,0.9272,1.9796,2.332,0.0,4.0,2.7284,0.0164,0.266,0.0164,0.0272,0.5276,0.0,0.0,3.898,0.0164,1.12,0.0024,0.0352,10.6512,0.9136,0.7112,0.0,4.0,13.2312,0.008,1.5296,0.0012,0.0176,9.0912,1.9352,0.0328,1.1088,0.0052,0.0732,0.0248,0.9728,0.01,0.0528,11.7732,0.4276,0.9644,0.2052,1.1428,9.1624,16.0872,0.1452,16.0,20.0,0.4192,8900.8,2.052,3396.0,14908.0,13556.0,3680.0,12904.0,3788.0,11720.0,137.244,0.5776,111.952,168.228,163.052,113.084,151.496,114.824,145.3,1.6136,2.2752,0.0012,4.0,2.8792,0.3748,2.3424,0.8636,1.5688,0.3612,2.5172,0.0136,1.7788,0.674,0.116,0.492,0.1928,0.3124,94.232,1.0692,653.4,0.2484,652.0,604.0,704.0,3.482,0.8416,3.416,0.1312,73.816,0.9188,652.92,0.2336,652.0,604.0,704.0,1.102,1.4196,3.3668,0.1072,1.2072,1.9956
instance_1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instance_89,680.0,11696.0,680.0,11696.0,0.0,0.0,0.2324,1.5116,2.6784,0.0,4.0,4.172,0.1164,0.1868,0.0704,0.1176,0.8648,0.0,0.0,0.0012,0.1164,0.0484,0.1108,0.1176,5.1768,0.0316,0.0376,0.0,0.1952,4.1456,0.0224,0.7596,0.0084,0.0316,10.0356,0.77,0.2008,0.1028,0.182,0.2136,0.2808,0.192,0.164,0.294,10.4084,0.2892,0.3024,0.2224,0.3728,3.7404,12.0,0.0,12.0,12.0,0.0,16238.4,0.11,15604.0,17108.0,17108.0,15604.0,16632.0,15972.0,16308.0,144.048,0.0988,140.296,150.444,150.444,140.296,148.976,141.968,142.196,0.0996,3.4056,0.002,0.5288,0.2088,0.0144,0.136,0.0308,0.0764,0.014,0.4236,0.0104,0.0172,0.0156,0.0116,0.0148,0.0128,0.0136,41.536,1.1092,126.344,0.5216,128.0,104.0,148.0,5.2792,0.9468,3.4392,0.2588,35.7636,1.1204,126.3,0.528,124.0,104.0,148.0,3.282,1.7584,3.3844,0.2524,2.2156,2.8648
instance_379,45272.0,1268000.0,28032.0,1148000.0,2.46,0.4192,0.0976,1.842,3.9448,0.0,4.0,4.4892,0.0016,1.6216,0.0012,0.0216,3.0588,0.0,2.688,2.79,0.0016,2.2724,0.0,0.0036,14.7756,2.05,1.3832,0.0,4.0,12.7684,0.0008,2.6924,0.0,0.0028,17.9632,2.4284,0.0016,1.8884,0.0,0.004,,,,,,,,,,,107.0,0.722,76.0,136.0,8.7492,1226.68,1.6484,336.0,1892.0,1892.0,336.0,1644.0,892.0,1320.0,48.788,0.6712,38.0048,64.516,64.516,38.0048,49.952,42.688,49.004,3.6752,0.69,0.0052,4.0,3.9936,2.718,3.9924,3.81,3.9512,0.1156,8.616,0.0,1.2008,0.626,0.0,0.0168,0.0,0.0,67.428,0.3192,11969.6,0.0488,11960.0,11784.0,12096.0,42.108,0.3524,3.982,0.0016,21833.2,12.6036,10900.8,1.4064,12110.0,0.0,12236.0,49.668,7.6804,58.392,11.7864,1.3,2.29
instance_543,8352.0,1624000.0,8172.0,1616000.0,0.088,0.0208,0.0204,3.9972,0.0224,3.7144,4.0,0.3432,0.0056,9.5628,0.004,0.18,0.5036,0.0,3.9232,3.9232,0.0056,0.9456,0.002,0.0084,23.886,1.3312,0.3144,0.4828,2.2432,12.948,0.004,1.0852,0.0012,0.006,23.2196,3.9232,0.0204,0.0,0.0204,0.0204,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,449.08,9.5668,12.0,3816.0,536.0,20.0,164.0,20.0,68.0,441.72,0.438,356.0,527.0,480.92,370.148,476.4,413.32,436.8,3.5812,0.418,1.8928,3.996,3.858,3.0252,3.8108,3.5428,3.712,0.0,24.4248,0.0,0.0248,0.0,0.0,0.0,0.0,0.0,5198.4,14.6196,3658.0,1.1544,3948.0,3792.0,4020.0,366.564,1.1848,4.0608,0.2272,828.68,13.964,3728.24,1.0028,3934.0,3776.0,4048.0,367.684,0.6652,4.0068,0.0308,3.4104,3.7112
instance_1537,640.0,54400.0,640.0,54400.0,0.0,0.0,0.0472,1.248,2.7336,0.5716,4.0,4.0108,0.1748,0.0,0.1748,0.1748,0.0,0.0,0.0,0.0,0.1748,0.16,0.1596,0.1952,16.704,0.1316,0.0984,0.0,0.4668,8.4864,0.0108,0.61,0.0068,0.0148,12.258,0.248,0.0468,0.0,0.0468,0.0468,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,16585.2,0.1532,15900.0,17524.0,17524.0,15900.0,17524.0,16120.0,16796.0,196.196,0.0836,191.88,200.94,200.94,191.88,200.94,192.388,199.58,0.268,2.8772,0.0032,0.8832,0.578,0.052,0.3724,0.1268,0.228,0.0004,1.458,0.0,0.0008,0.0008,0.0004,0.0004,0.0004,0.0004,59.996,1.0776,105.316,0.632,104.0,84.0,128.0,6.5616,1.07,3.456,0.3084,60.984,0.8772,106.824,0.5996,104.0,88.0,128.0,5.4244,1.682,3.4824,0.2596,2.5492,2.9428
instance_129,348.0,928.0,240.0,928.0,1.8,0.0,1.0344,1.4484,3.9004,0.0,4.0,4.7004,0.262,0.258,0.2,0.2668,1.004,0.0,0.0,0.276,0.262,0.4212,0.2068,0.276,2.0016,0.0,0.0,0.0,0.0,0.0,0.0776,1.854,0.0344,0.138,5.56,1.2068,0.1,0.276,0.0864,0.1036,0.3728,0.39,0.2588,0.3964,3.9832,1.7184,0.152,1.6,1.8948,3.9832,20.0,0.0,20.0,20.0,0.0,12802.0,0.6328,10464.0,16772.0,16244.0,11080.0,14168.0,11092.0,11948.0,72.972,0.322,66.884,84.504,82.828,67.564,77.632,68.128,70.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4596,0.2368,1.2704,1.5252,1.5216,1.2924,1.5164,1.4708,1.4964,7.2304,2.5208,27.0936,0.9348,28.0,20.0,36.0,5.866,1.068,3.3568,0.6392,4.0192,0.3896,27.0316,0.9416,28.0,20.0,36.0,4.9168,1.3336,3.1388,0.6168,3.9892,3.998
instance_1228,2400.0,48000.0,2400.0,48000.0,0.0,0.0,0.2,1.5032,2.5896,0.8,4.0,3.3252,0.0332,0.0,0.0332,0.0332,0.0,0.0,0.0,0.0,0.0332,0.394,0.0236,0.0428,14.562,0.336,0.2468,0.0,1.6236,12.1604,0.0064,0.8556,0.0032,0.0112,11.2312,0.7712,0.0972,0.288,0.0732,0.1156,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,367.76,1.0108,252.0,868.0,468.0,284.0,404.0,300.0,356.0,189.188,0.2616,168.468,226.916,207.684,174.232,197.62,178.852,188.32,0.7036,2.6696,0.0012,2.5984,1.3552,0.1172,1.0072,0.3232,0.6656,0.0112,2.7,0.0016,0.066,0.0216,0.004,0.0136,0.0064,0.0092,133.308,0.9512,458.4,0.324,460.0,416.0,500.0,4.5496,0.9472,3.4368,0.2184,113.22,2.2048,461.76,0.3532,460.0,420.0,504.0,1.8648,1.626,3.3768,0.22,1.976,2.5632
instance_1300,31176.0,480000.0,23284.0,347480.0,1.3556,1.5288,0.268,3.0752,1.982,0.0,4.0,3.3628,0.004,2.2804,0.0012,0.0352,8.7448,0.0,0.6936,1.3104,0.004,10.8728,0.0004,0.0508,7.3508,1.6128,0.8464,0.8484,3.8752,5.9096,0.0036,12.024,0.0,0.0496,7.9348,3.8076,0.0016,4.4432,0.0008,0.0188,,,,,,,,,,,26.5444,0.5348,20.0,32.0,4.8852,10204.0,0.0,10204.0,10204.0,10204.0,10204.0,10204.0,10204.0,10204.0,100.456,0.0,100.456,100.456,100.456,100.456,100.456,100.456,100.456,3.3868,0.2504,0.3316,3.9164,3.6584,3.2488,3.5156,3.2924,3.3228,0.0432,7.854,0.0,0.6568,0.1484,0.002,0.0244,0.004,0.008,1774.68,5.5004,6912.0,3.4648,10244.0,0.0,10244.0,7.4772,2.4888,4.1872,0.5404,1132.0,1.608,6757.2,3.4648,10004.0,0.0,10004.0,6.392,2.3584,4.0356,0.188,0.9964,2.7504
instance_1516,306556.0,992000.0,84068.0,400000.0,10.586,5.8808,0.838,1.88,3.288,0.0,4.0,7.4324,0.0008,3.198,0.0004,0.0144,6.91,0.0,1.59,2.7996,0.0008,4.6816,0.0,0.0076,12.2264,0.802,0.8004,0.0,4.0,12.0436,0.0004,3.5044,0.0,0.0024,9.7752,2.2568,0.0008,3.2804,0.0,0.0036,,,,,,,,,,,45.88,0.2576,36.0,52.0,4.3472,1874.0,0.9584,1336.0,3100.0,2448.0,1488.0,2080.0,1556.0,1764.0,31.2224,1.3892,20.362,78.316,33.446,24.092,32.0816,26.8276,28.9396,1.9972,2.3892,0.0,4.0,3.5324,0.266,3.0792,0.7888,2.1316,0.2524,4.0704,0.0,2.79,0.5332,0.032,0.3116,0.0764,0.196,7539.2,8.254,18230.4,2.2364,22668.0,0.0,22876.0,4.696,5.688,4.7948,2.536,3265.32,1.47,22678.8,0.0348,22668.0,22356.0,22868.0,1.1164,6.5112,3.6016,0.0988,0.1848,0.9224
instance_1502,6468.0,58052.0,6452.0,58052.0,0.01,0.0,0.4444,1.7664,2.3964,0.0,4.0,4.91,0.008,2.2304,0.0048,0.062,4.5436,0.0,0.84,3.1968,0.008,3.7644,0.0012,0.0336,10.1824,1.7904,1.1532,0.4444,3.2728,9.5308,0.0052,3.6896,0.0,0.02,10.1072,3.0724,0.014,1.2116,0.0016,0.0208,0.0216,2.0736,0.0012,0.138,17.35,0.2584,4.2804,0.0456,1.4284,7.8628,22.9628,0.398,20.0,28.0,3.3988,4621.2,1.4288,1692.0,10384.0,5492.0,2848.0,5092.0,4068.0,4384.0,104.176,1.9168,47.984,219.66,183.652,49.896,145.148,65.252,76.036,3.0216,1.3412,0.0104,3.8116,3.8052,1.5852,3.7944,2.2,3.6048,0.1444,4.4784,0.0124,0.7704,0.4104,0.0164,0.2252,0.0192,0.0508,122.236,0.5744,2571.04,0.1188,2568.0,2480.0,2660.0,7.652,0.5112,3.8568,0.0224,141.36,8.6792,2567.72,0.198,2572.0,2476.0,2668.0,5.2916,1.0816,3.8544,0.158,0.5468,2.0316
instance_829,680.0,3460.0,680.0,3460.0,0.0,0.0,0.786,4.0,0.0,4.0,4.0,0.0,0.088,5.138,0.0472,0.4,1.4324,0.0,3.5376,3.5376,0.088,0.0,0.088,0.088,0.0,0.2104,0.0,0.2104,0.2104,0.0,0.0416,0.0,0.0416,0.0416,0.0,3.5376,0.5312,0.1424,0.504,0.564,0.1636,4.8088,0.0924,0.7076,1.4324,0.3428,1.2272,0.052,0.3808,1.4324,12.0,0.0,12.0,12.0,0.0,19383.2,0.016,19328.0,19516.0,19516.0,19328.0,19516.0,19328.0,19360.0,271.048,0.0724,264.4,277.228,277.228,264.4,277.228,268.704,273.86,3.2588,0.0,3.2588,3.2592,3.2592,3.2588,3.2588,3.2588,3.2588,0.9668,0.0004,0.9668,0.9668,0.9668,0.9668,0.9668,0.9668,0.9668,9.976,1.262,257.316,0.4096,256.0,224.0,292.0,9.814,0.5396,3.9496,0.0292,6.1436,1.4584,257.352,0.4092,256.0,224.0,292.0,7.6108,1.0524,3.9292,0.0292,3.5552,3.6456
instance_1550,2736.0,9200.0,1856.0,7660.0,1.8964,0.804,0.9692,1.3848,3.3564,0.0,4.0,4.6764,0.026,1.4748,0.0172,0.1464,3.7164,0.0,0.8188,3.486,0.026,1.0636,0.0148,0.048,9.7212,0.3172,0.3672,0.0,2.0,8.2952,0.0112,1.9992,0.004,0.0336,7.93,1.9552,0.018,1.912,0.0104,0.048,0.0336,1.432,0.0104,0.1464,11.3296,1.1216,1.2856,0.1388,2.2648,13.8428,31.1532,0.2936,24.0,36.0,3.4356,14240.0,0.7312,9112.0,16088.0,16088.0,9112.0,15944.0,14912.0,15144.0,185.032,0.2648,167.408,201.016,201.016,167.408,196.148,177.452,183.136,0.9156,3.1648,0.0004,3.2544,2.1064,0.104,1.2244,0.41,0.7072,0.2116,4.1632,0.0016,1.2852,0.3344,0.0224,0.23,0.1176,0.182,100.528,0.988,386.06,0.2872,384.0,352.0,420.0,3.8516,0.9148,3.3724,0.1588,106.136,0.616,386.16,0.2784,384.0,352.0,420.0,2.398,1.2768,3.3872,0.1304,1.3264,3.9372
instance_524,880.0,74800.0,880.0,74800.0,0.0,0.0,0.0472,1.2504,2.7292,0.5716,4.0,4.0152,0.1272,0.0,0.1272,0.1272,0.0,0.0,0.0,0.0,0.1272,0.1648,0.11,0.1408,17.1692,0.1312,0.1032,0.0,0.4708,8.5196,0.008,0.6404,0.0048,0.0116,12.3992,0.2488,0.0468,0.0,0.0468,0.0468,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,2252.48,3.9712,1068.0,9984.0,5744.0,1120.0,1800.0,1204.0,1336.0,198.684,0.3344,182.5,243.572,232.048,184.796,199.32,188.18,191.612,0.2668,3.0212,0.0012,0.8892,0.5664,0.0352,0.3848,0.1156,0.2264,0.0004,1.6872,0.0,0.0012,0.0008,0.0004,0.0004,0.0004,0.0004,77.576,0.774,146.488,0.5448,148.0,124.0,168.0,6.2596,1.03,3.4768,0.25,78.592,0.7896,146.364,0.5516,148.0,120.0,172.0,4.8756,1.7332,3.4736,0.226,2.4832,2.8672
instance_1581,5180.0,16104.0,4412.0,15056.0,0.6964,0.2784,1.172,1.8912,2.868,0.0,4.0,4.906,0.0108,0.8776,0.0072,0.0292,3.722,0.0,0.7312,3.4432,0.0108,1.5884,0.002,0.0416,10.4676,1.0804,0.7604,0.0,4.0,12.3976,0.0052,1.8708,0.0,0.0224,8.8292,2.0872,0.0216,1.6916,0.0032,0.0892,0.0164,1.678,0.0044,0.0756,12.5176,0.5732,1.4996,0.1248,2.0,11.1836,19.5864,0.2488,16.0,20.0,1.3304,14812.0,0.1204,14172.0,15372.0,15372.0,14172.0,15308.0,14432.0,14992.0,138.824,0.1144,132.12,143.208,143.208,132.12,142.76,136.152,141.296,1.6552,2.3188,0.0104,4.0,2.99,0.3892,2.3972,0.88,1.6136,0.6128,2.2868,0.0196,3.0824,1.0836,0.1896,0.8224,0.3432,0.5728,92.3,1.6676,943.16,0.2268,944.0,884.0,1000.0,2.872,0.9488,3.3852,0.1616,79.392,1.126,947.72,0.1924,948.0,888.0,1008.0,0.7912,1.7868,3.3612,0.0936,1.108,2.1232
instance_1557,2200.0,9372.0,2160.0,9332.0,0.074,0.0172,0.926,2.0272,2.3212,0.0,4.0,2.6844,0.0224,0.2032,0.0224,0.0372,0.4136,0.0,0.0,3.9192,0.0224,1.062,0.0068,0.0496,10.5184,0.9176,0.6876,0.0,4.0,13.3436,0.0112,1.496,0.0016,0.0276,9.1376,2.0196,0.044,1.06,0.0136,0.0924,0.0336,0.9184,0.012,0.0684,11.5824,0.4304,0.9344,0.2096,1.1428,8.9492,16.0,0.0,16.0,16.0,0.0,15373.2,0.0892,14936.0,16000.0,16000.0,14936.0,15856.0,15176.0,15332.0,124.8,0.2816,114.272,139.648,139.648,114.272,138.552,119.62,122.244,1.6424,2.264,0.002,4.0,2.9132,0.3856,2.3464,0.8336,1.6592,0.3616,2.5284,0.0076,1.264,0.666,0.114,0.4904,0.1976,0.314,66.636,1.5832,482.4,0.2792,484.0,440.0,524.0,3.6356,0.8848,3.4228,0.3844,53.944,1.0936,481.8,0.2712,484.0,440.0,524.0,1.3008,1.4488,3.376,0.13,1.284,2.168
instance_1476,220.0,19580.0,220.0,19580.0,0.0,0.0,0.0448,1.266,2.6972,0.5716,4.0,4.046,0.5092,0.0,0.5092,0.5092,0.0,0.0,0.0,0.0,0.5092,0.1692,0.4372,0.558,14.5796,0.1284,0.0888,0.0064,0.4196,8.0648,0.0312,0.5276,0.0236,0.0424,10.8424,0.2452,0.044,0.0,0.044,0.044,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,18041.2,0.048,17720.0,18332.0,18332.0,17720.0,18272.0,17868.0,18096.0,85.44,0.0216,84.976,86.168,86.168,84.976,85.944,85.004,85.376,0.2604,2.674,0.0172,0.8028,0.5072,0.0516,0.3712,0.1192,0.2336,0.0004,2.0212,0.0,0.0008,0.0004,0.0,0.0004,0.0,0.0004,30.0376,1.1216,38.766,0.9012,40.0,28.0,52.0,8.838,1.2804,3.574,0.4328,27.59,1.148,38.616,0.896,40.0,28.0,48.0,7.6416,1.6992,3.4928,0.4548,2.784,3.078
instance_1568,3520.0,24696.0,3228.0,23124.0,0.362,0.272,0.5584,1.4784,3.5568,0.0,4.0,4.0388,0.0196,0.1292,0.01,0.0248,0.2784,0.0,0.0068,0.0448,0.0196,1.6704,0.0068,0.0628,12.5,0.5036,0.3912,0.0,2.2856,12.548,0.006,1.8604,0.0008,0.0216,10.9712,1.2324,0.0088,1.6352,0.0036,0.0268,0.0408,0.9364,0.0084,0.0768,16.0976,0.7064,0.9956,0.26,2.3368,11.2616,20.402,0.2356,20.0,24.0,1.3048,8749.6,2.7292,620.0,15156.0,15156.0,620.0,14732.0,1608.0,12188.0,83.424,2.5672,11.716,134.284,134.284,11.716,129.912,14.4676,123.608,0.9412,2.5936,0.0004,2.948,1.7992,0.168,1.4056,0.4492,0.8792,0.3064,3.45,0.0004,1.3124,0.7436,0.0308,0.4508,0.0952,0.2136,120.16,1.006,629.76,0.2308,628.0,584.0,676.0,2.7836,0.8976,3.2528,0.1512,125.452,0.6424,630.8,0.2288,632.0,584.0,676.0,0.9392,1.2908,3.2644,0.128,0.4628,1.0608
